58	ترو یو اس دی	TrueUSD	TUSD	1.0	326,000	0.00%	1401/04/2 14:18
59	بیت کوین اس وی	Bitcoin SV	BSV	62.91	20,506,800	0.51%	1401/04/2 15:08
60	اکسی اینفینیتی	Axie Infinity	AXS	14.51	4,729,800	2.98%	1401/04/2 15:07
61	رپد ان بی ان	Wrapped BNB	WBNB	223.91	72,987,900	3.28%	1401/04/2 15:03
62	کوکوین توکن	KuCoin Token	KCS	10.42	3,396,600	1.25%	1401/04/2 15:08
63	ایاس	EOS	EOS	0.96198	313,600	2.89%	1401/04/2 15:08
64	آوه	Aave	AAVE	68.25	22,247,500	6.04%	1401/04/2 15:08
65	پکس دالر	Pax Dollar	USDP	1.01	329,200	1.17%	1401/04/2 15:05
66	زد کش	Zcash	ZEC	64.58	21,051,100	0.26%	1401/04/2 15:08
67	میکر	Maker	MKR	939.31	306,186,900	1.41%	1401/04/2 15:08
69	میوتا	IOTA	MIOTA	0.30171	98,300	1.49%	1401/04/2 15:08
70	هوبی بی تی اس	Huobi BTC	HBTC	20752.65	6,764,741,300	2.99%	1401/04/2 15:03
71	هوبی توکن	Huobi Token	HT	5.2	1,695,000	0.97%	1401/04/2 15:05
74	نوترینو یو اس دی	Neutrino USD	USDN	0.993165	323,700	0.22%	1401/04/2 15:08
75	 د گراف	The Graph	GRT	0.112039	36,500	5.07%	1401/04/2 15:08
77	لیکوییتی یو اس دی 	Liquity USD	LUSD	1.02	332,500	0.00%	1401/04/2 11:43
80	کلیتن	Klaytn	KLAY	0.248055	80,900	0.37%	1401/04/2 15:08
81	USDD	USDD	USDD	0.975223	317,900	0.25%	1401/04/2 15:08
83	فانتوم	Fantom	FTM	0.268879	87,600	3.09%	1401/04/2 15:08
84	اوکی بی	OKB	OKB	11.42	3,722,600	1.51%	1401/04/2 15:05
85	ویوز	Waves	WAVES	6.28	2,047,100	0.48%	1401/04/2 15:08
86	کوانت	Quant	QNT	55.0	17,928,400	0.66%	1401/04/2 15:08
87	ثور چین	THORChain	RUNE	1.98	645,400	10.61%	1401/04/2 15:04
88	نئو	Neo	NEO	9.2	2,998,900	2.34%	1401/04/2 15:08
89	پکس گلد	PAX Gold	PAXG	1835.82	598,422,200	0.38%	1401/04/2 15:08
90	بیسیک اتنشن توکن	Basic Attention Token	BAT	0.387081	126,200	3.70%	1401/04/2 15:08
91	چیلیز	Chiliz	CHZ	0.095996	31,300	3.37%	1401/04/2 15:08
92	زیلیکا	Zilliqa	ZIL	0.041002	13,400	3.22%	1401/04/2 15:08
93	لوپرینگ	Loopring	LRC	0.397257	129,500	3.20%	1401/04/2 15:08
94	استیکس	Stacks	STX	0.392653	128,000	2.20%	1401/04/2 15:08
95	دیفای چین	DeFiChain	DFI	1.0	326,000	1.07%	1401/04/2 15:03
97	دش	Dash	DASH	47.31	15,421,600	3.07%	1401/04/2 15:08
98	BitTorrent	BitTorrent	BTTOLD	0.000491	200	0.20%	1401/04/2 15:03
99	پنکیک سواپ	PancakeSwap	CAKE	3.16	1,030,100	2.93%	1401/04/2 15:08

0	بیت کوین	Bitcoin	BTC	20671.95	6,719,417,300	2.52%	1401/04/2 16:00
1	اتریوم	Ethereum	ETH	1107.88	360,116,400	2.76%	1401/04/2 16:00
2	بایننس کوین	Binance Coin	BNB	225.58	73,324,800	4.02%	1401/04/2 16:00
3	تتر	Tether	USDT	0.999246	324,530	0.03%	1401/04/2 16:00
4	یو اس دی کوین	USD Coin	USDC	1.0	325,100	0.00%	1401/04/2 16:01
5	BNB	BNB	BNB	225.58	73,324,800	4.02%	1401/04/2 16:00
6	بایننس یو اس دی	Binance USD	BUSD	1.0	325,100	0.01%	1401/04/2 15:58
7	کاردانو	Cardano	ADA	0.474811	154,300	1.35%	1401/04/2 16:00
8	ریپل	Ripple	XRP	0.328282	106,700	1.72%	1401/04/2 16:00
9	سولانا	Solana	SOL	37.12	12,065,900	7.72%	1401/04/2 16:01
11	دوج کوین	Dogecoin	DOGE	0.064163	20,900	2.67%	1401/04/2 16:00
12	پولکا دات	Polkadot	DOT	7.63	2,480,100	0.66%	1401/04/2 16:00
13	هگز	HEX	HEX	0.041569	13,500	0.18%	1401/04/2 15:55
15	دای	Dai	DAI	1.0	325,100	0.03%	1401/04/2 15:45
16	Wrapped TRON	Wrapped TRON	WTRX	0.064079	20,800	0.71%	1401/04/2 12:56
17	ترون	TRON	TRX	0.063685	20,700	0.06%	1401/04/2 16:00
19	یو ان یو اس سد لئو	UNUS SED LEO	LEO	5.96	1,937,300	3.47%	1401/04/2 16:00
20	شیبا اینو	SHIBA INU	SHIB	1e-05	3	11.11%	1401/04/2 16:01
21	رپد بیت کوین	Wrapped Bitcoin	WBTC	20673.64	6,719,966,700	2.52%	1401/04/2 16:00
22	آوالانچ	Avalanche	AVAX	17.89	5,815,100	8.95%	1401/04/2 16:01
24	یوکَش	yOUcash	YOUC	0.50015	162,600	0.03%	1401/04/2 15:56
25	پالیگان	Polygon	MATIC	0.509899	165,700	10.16%	1401/04/2 16:00
26	یونی سواپ	Uniswap	UNI	5.53	1,797,500	6.76%	1401/04/2 16:00
27	لایت کوین	Litecoin	LTC	54.85	17,829,000	5.58%	1401/04/2 16:00
28	Lido Staked ETH	Lido Staked ETH	STETH	1051.52	341,796,600	3.20%	1401/04/2 15:56
29	اف تی ایکس توکن	FTX Token	FTT	25.97	8,441,500	1.45%	1401/04/2 16:00
30	چین لینک	Chainlink	LINK	7.03	2,285,100	5.87%	1401/04/2 16:00
31	Cronos	Cronos	CRO	0.119053	38,700	3.14%	1401/04/2 16:00
32	استلار	Stellar	XLM	0.118246	38,400	4.03%	1401/04/2 16:00
34	نیر پروتکل	NEAR Protocol	NEAR	3.48	1,131,200	4.19%	1401/04/2 15:58
35	بیت تورنت	BitTorrent	BTT	0.002329	800	0.00%	1401/04/2 16:01
36	الگوراند	Algorand	ALGO	0.328071	106,600	2.24%	1401/04/2 16:00
37	بیت کوین کش	Bitcoin Cash	BCH	117.02	38,037,400	1.77%	1401/04/2 16:00
38	کازماز	Cosmos	ATOM	7.73	2,512,600	5.31%	1401/04/2 16:00
39	بیتکوین بی ای پی 2	Bitcoin BEP2	BTCB	20687.23	6,724,384,100	2.28%	1401/04/2 15:56
40	مونرو	Monero	XMR	118.47	38,508,700	3.30%	1401/04/2 16:00
41	اتریوم کلاسیک	Ethereum Classic	ETC	15.68	5,096,800	1.88%	1401/04/2 16:00
42	Chain	Chain	XCN	0.087718	28,500	1.39%	1401/04/2 15:56
43	وی چین	VeChain	VET	0.023837	7,700	3.20%	1401/04/2 16:00
44	دیسنترالند	Decentraland	MANA	0.902479	293,400	6.76%	1401/04/2 16:00
45	فلو	Flow	FLOW	1.58	513,600	6.04%	1401/04/2 16:01
46	هدِرا	Hedera	HBAR	0.073198	23,800	1.44%	1401/04/2 16:00
47	فرکس	Frax	FRAX	1.0	325,100	0.14%	1401/04/2 15:37
48	اینترنت کامپیوتر	Internet Computer	ICP	5.73	1,862,500	2.50%	1401/04/2 15:52
49	الروند	Elrond	EGLD	59.76	19,425,000	0.72%	1401/04/2 16:01
50	Toncoin	Toncoin	TON	1.08	351,100	0.93%	1401/04/2 14:25
52	تتا نتورک	Theta Network	THETA	1.29	419,300	4.03%	1401/04/2 15:39
53	فایل کوین	Filecoin	FIL	5.8	1,885,300	2.65%	1401/04/2 16:00
54	ایپ کوین	APEcoin	APE	4.3	1,397,700	4.37%	1401/04/2 16:00
55	د سندباکس	The Sandbox	SAND	1.01	328,300	5.37%	1401/04/2 16:01
56	تزوس	Tezos	XTZ	1.42	461,600	3.65%	1401/04/2 16:00
57	هلیوم	Helium	HNT	10.53	3,422,800	3.74%	1401/04/2 16:00
58	ترو یو اس دی	TrueUSD	TUSD	1.0	325,100	0.00%	1401/04/2 14:18
59	بیت کوین اس وی	Bitcoin SV	BSV	63.03	20,487,900	0.70%	1401/04/2 16:00
60	اکسی اینفینیتی	Axie Infinity	AXS	14.67	4,768,500	4.12%	1401/04/2 16:00
61	رپد ان بی ان	Wrapped BNB	WBNB	225.1	73,168,800	3.83%	1401/04/2 15:56
62	کوکوین توکن	KuCoin Token	KCS	10.45	3,396,800	0.96%	1401/04/2 15:59
63	ایاس	EOS	EOS	0.962422	312,800	2.94%	1401/04/2 16:00
64	پکس دالر	Pax Dollar	USDP	1.0	325,100	0.17%	1401/04/2 15:39
65	زد کش	Zcash	ZEC	64.71	21,034,000	0.06%	1401/04/2 16:00
66	آوه	Aave	AAVE	67.99	22,100,100	5.64%	1401/04/2 16:00
67	میکر	Maker	MKR	934.98	303,915,200	0.95%	1401/04/2 16:00
69	میوتا	IOTA	MIOTA	0.30153	98,000	1.55%	1401/04/2 16:00
70	هوبی بی تی اس	Huobi BTC	HBTC	20707.03	6,730,820,100	2.77%	1401/04/2 15:56
71	هوبی توکن	Huobi Token	HT	5.2	1,690,300	0.97%	1401/04/2 15:36
74	نوترینو یو اس دی	Neutrino USD	USDN	0.993592	323,000	0.26%	1401/04/2 16:00
75	 د گراف	The Graph	GRT	0.113916	37,000	6.83%	1401/04/2 16:00
77	لیکوییتی یو اس دی 	Liquity USD	LUSD	1.02	331,600	0.00%	1401/04/2 11:43
80	کلیتن	Klaytn	KLAY	0.248029	80,600	0.38%	1401/04/2 16:00
81	USDD	USDD	USDD	0.976072	317,300	0.34%	1401/04/2 16:00
83	فانتوم	Fantom	FTM	0.272898	88,700	4.63%	1401/04/2 16:01
84	اوکی بی	OKB	OKB	11.44	3,718,600	1.69%	1401/04/2 16:00
85	ویوز	Waves	WAVES	6.28	2,041,300	0.48%	1401/04/2 16:00
86	کوانت	Quant	QNT	54.88	17,838,700	0.44%	1401/04/2 16:00
87	ثور چین	THORChain	RUNE	2.0	650,100	11.73%	1401/04/2 15:52
88	نئو	Neo	NEO	9.21	2,993,700	2.45%	1401/04/2 16:00
89	پکس گلد	PAX Gold	PAXG	1834.39	596,268,500	0.46%	1401/04/2 16:00
90	بیسیک اتنشن توکن	Basic Attention Token	BAT	0.388473	126,300	4.07%	1401/04/2 16:00
91	چیلیز	Chiliz	CHZ	0.095781	31,100	3.14%	1401/04/2 16:00
92	لوپرینگ	Loopring	LRC	0.400483	130,200	4.03%	1401/04/2 16:00
93	زیلیکا	Zilliqa	ZIL	0.040999	13,300	3.21%	1401/04/2 16:00
94	استیکس	Stacks	STX	0.393607	127,900	2.45%	1401/04/2 16:00
95	دش	Dash	DASH	47.5	15,439,900	3.49%	1401/04/2 16:00
97	دیفای چین	DeFiChain	DFI	1.0	325,100	1.07%	1401/04/2 15:03
98	BitTorrent	BitTorrent	BTTOLD	0.000493	200	0.20%	1401/04/2 15:45
99	پنکیک سواپ	PancakeSwap	CAKE	3.19	1,036,900	3.91%	1401/04/2 16:01

0	بیت کوین	Bitcoin	BTC	20707.69	6,732,691,200	2.70%	1401/04/2 17:01
1	اتریوم	Ethereum	ETH	1116.7	363,072,700	3.58%	1401/04/2 17:01
2	بایننس کوین	Binance Coin	BNB	227.53	73,976,800	4.92%	1401/04/2 17:01
3	تتر	Tether	USDT	0.999221	324,760	0.02%	1401/04/2 17:01
4	یو اس دی کوین	USD Coin	USDC	1.0	325,100	0.00%	1401/04/2 17:00
5	BNB	BNB	BNB	227.53	73,976,800	4.92%	1401/04/2 17:01
6	بایننس یو اس دی	Binance USD	BUSD	1.0	325,100	0.01%	1401/04/2 17:01
7	کاردانو	Cardano	ADA	0.47458	154,300	1.30%	1401/04/2 17:01
8	ریپل	Ripple	XRP	0.329124	107,000	1.98%	1401/04/2 17:01
9	سولانا	Solana	SOL	37.1	12,062,300	7.66%	1401/04/2 17:01
11	دوج کوین	Dogecoin	DOGE	0.064116	20,800	2.59%	1401/04/2 17:01
12	پولکا دات	Polkadot	DOT	7.7	2,503,500	1.58%	1401/04/2 17:01
13	هگز	HEX	HEX	0.041505	13,500	0.03%	1401/04/2 16:57
15	دای	Dai	DAI	1.0	325,100	0.03%	1401/04/2 15:45
16	Wrapped TRON	Wrapped TRON	WTRX	0.064079	20,800	0.71%	1401/04/2 12:56
17	ترون	TRON	TRX	0.063767	20,700	0.19%	1401/04/2 17:01
19	یو ان یو اس سد لئو	UNUS SED LEO	LEO	5.99	1,947,500	3.99%	1401/04/2 16:59
20	شیبا اینو	SHIBA INU	SHIB	1e-05	3	11.11%	1401/04/2 17:01
21	رپد بیت کوین	Wrapped Bitcoin	WBTC	20691.13	6,727,307,100	2.61%	1401/04/2 17:01
22	آوالانچ	Avalanche	AVAX	17.91	5,823,100	9.07%	1401/04/2 17:01
24	یوکَش	yOUcash	YOUC	0.50009	162,600	0.01%	1401/04/2 16:57
25	پالیگان	Polygon	MATIC	0.508622	165,400	9.88%	1401/04/2 17:01
26	یونی سواپ	Uniswap	UNI	5.52	1,794,700	6.56%	1401/04/2 17:00
27	لایت کوین	Litecoin	LTC	54.74	17,797,600	5.37%	1401/04/2 17:01
28	Lido Staked ETH	Lido Staked ETH	STETH	1055.75	343,256,000	3.62%	1401/04/2 16:45
29	اف تی ایکس توکن	FTX Token	FTT	25.9	8,420,900	1.17%	1401/04/2 17:01
30	چین لینک	Chainlink	LINK	7.03	2,285,700	5.87%	1401/04/2 17:01
31	Cronos	Cronos	CRO	0.119685	38,900	3.69%	1401/04/2 17:01
32	استلار	Stellar	XLM	0.118207	38,400	3.99%	1401/04/2 17:01
34	نیر پروتکل	NEAR Protocol	NEAR	3.49	1,134,700	4.49%	1401/04/2 16:55
35	بیت تورنت	BitTorrent	BTT	0.002329	800	0.00%	1401/04/2 17:01
36	الگوراند	Algorand	ALGO	0.326819	106,300	1.85%	1401/04/2 17:01
37	بیت کوین کش	Bitcoin Cash	BCH	117.14	38,085,700	1.87%	1401/04/2 17:01
38	کازماز	Cosmos	ATOM	7.7	2,503,500	4.90%	1401/04/2 17:00
39	بیتکوین بی ای پی 2	Bitcoin BEP2	BTCB	20662.07	6,717,858,800	2.15%	1401/04/2 16:57
40	مونرو	Monero	XMR	118.15	38,414,100	3.03%	1401/04/2 17:01
41	اتریوم کلاسیک	Ethereum Classic	ETC	15.71	5,107,800	2.08%	1401/04/2 17:01
42	Chain	Chain	XCN	0.087993	28,600	1.07%	1401/04/2 16:57
43	وی چین	VeChain	VET	0.023779	7,700	2.95%	1401/04/2 17:01
44	دیسنترالند	Decentraland	MANA	0.898081	292,000	6.24%	1401/04/2 17:01
45	فلو	Flow	FLOW	1.59	517,000	6.71%	1401/04/2 17:01
46	هدِرا	Hedera	HBAR	0.073143	23,800	1.37%	1401/04/2 17:01
47	فرکس	Frax	FRAX	1.0	325,100	0.14%	1401/04/2 16:45
48	اینترنت کامپیوتر	Internet Computer	ICP	5.74	1,866,200	2.68%	1401/04/2 16:57
49	الروند	Elrond	EGLD	60.03	19,517,600	1.18%	1401/04/2 17:01
50	Toncoin	Toncoin	TON	1.08	351,100	0.93%	1401/04/2 14:25
51	ایپ کوین	APEcoin	APE	4.43	1,440,300	7.52%	1401/04/2 17:01
52	تتا نتورک	Theta Network	THETA	1.3	422,700	4.84%	1401/04/2 16:57
53	فایل کوین	Filecoin	FIL	5.82	1,892,300	3.01%	1401/04/2 17:01
55	تزوس	Tezos	XTZ	1.42	461,700	3.65%	1401/04/2 17:00
56	د سندباکس	The Sandbox	SAND	1.01	328,400	5.37%	1401/04/2 17:01
57	هلیوم	Helium	HNT	10.54	3,426,900	3.84%	1401/04/2 16:59
58	ترو یو اس دی	TrueUSD	TUSD	1.0	325,100	0.00%	1401/04/2 14:18
59	بیت کوین اس وی	Bitcoin SV	BSV	63.01	20,486,400	0.67%	1401/04/2 16:59
60	اکسی اینفینیتی	Axie Infinity	AXS	14.7	4,779,400	4.33%	1401/04/2 17:01
61	رپد ان بی ان	Wrapped BNB	WBNB	226.24	73,557,400	4.35%	1401/04/2 16:57
62	کوکوین توکن	KuCoin Token	KCS	10.46	3,400,900	0.86%	1401/04/2 16:57
63	ایاس	EOS	EOS	0.96466	313,600	3.18%	1401/04/2 17:01
64	زد کش	Zcash	ZEC	64.86	21,087,900	0.17%	1401/04/2 17:01
65	پکس دالر	Pax Dollar	USDP	0.999458	325,000	0.12%	1401/04/2 17:01
66	آوه	Aave	AAVE	68.32	22,212,900	6.15%	1401/04/2 17:01
67	میکر	Maker	MKR	940.17	305,677,500	1.51%	1401/04/2 17:01
69	میوتا	IOTA	MIOTA	0.299069	97,200	2.38%	1401/04/2 17:01
70	هوبی بی تی اس	Huobi BTC	HBTC	20633.45	6,708,553,600	2.40%	1401/04/2 16:57
71	هوبی توکن	Huobi Token	HT	5.21	1,693,900	1.17%	1401/04/2 16:57
74	نوترینو یو اس دی	Neutrino USD	USDN	0.995264	323,600	0.43%	1401/04/2 16:59
75	 د گراف	The Graph	GRT	0.1135	36,900	6.44%	1401/04/2 17:01
78	لیکوییتی یو اس دی 	Liquity USD	LUSD	1.02	331,600	0.00%	1401/04/2 11:43
80	کلیتن	Klaytn	KLAY	0.24824	80,700	0.30%	1401/04/2 17:01
81	USDD	USDD	USDD	0.97584	317,300	0.32%	1401/04/2 17:01
83	فانتوم	Fantom	FTM	0.271926	88,400	4.26%	1401/04/2 17:01
84	اوکی بی	OKB	OKB	11.41	3,709,700	1.42%	1401/04/2 16:59
85	ثور چین	THORChain	RUNE	2.05	666,500	14.53%	1401/04/2 16:57
86	ویوز	Waves	WAVES	6.24	2,028,800	0.16%	1401/04/2 17:00
87	کوانت	Quant	QNT	55.0	17,882,200	0.66%	1401/04/2 17:01
88	نئو	Neo	NEO	9.24	3,004,200	2.78%	1401/04/2 17:00
89	پکس گلد	PAX Gold	PAXG	1834.74	596,529,000	0.44%	1401/04/2 17:01
90	بیسیک اتنشن توکن	Basic Attention Token	BAT	0.38777	126,100	3.88%	1401/04/2 17:01
91	چیلیز	Chiliz	CHZ	0.096192	31,300	3.58%	1401/04/2 17:01
92	لوپرینگ	Loopring	LRC	0.40117	130,400	4.21%	1401/04/2 17:01
93	زیلیکا	Zilliqa	ZIL	0.041078	13,400	3.41%	1401/04/2 17:01
94	استیکس	Stacks	STX	0.392807	127,700	2.24%	1401/04/2 17:01
95	دیفای چین	DeFiChain	DFI	1.0	325,100	1.07%	1401/04/2 16:45
96	دش	Dash	DASH	47.41	15,414,400	3.29%	1401/04/2 17:01
98	BitTorrent	BitTorrent	BTTOLD	0.000494	200	0.41%	1401/04/2 16:45
99	پنکیک سواپ	PancakeSwap	CAKE	3.21	1,043,700	4.56%	1401/04/2 17:01

0	بیت کوین	Bitcoin	BTC	20596.6	6,697,190,500	2.14%	1401/04/2 17:44
1	اتریوم	Ethereum	ETH	1118.41	363,662,200	3.74%	1401/04/2 17:44
2	بایننس کوین	Binance Coin	BNB	226.16	73,538,200	4.28%	1401/04/2 17:44
3	تتر	Tether	USDT	0.999146	324,470	0.02%	1401/04/2 17:44
4	یو اس دی کوین	USD Coin	USDC	1.0	325,200	0.00%	1401/04/2 17:44
5	BNB	BNB	BNB	226.16	73,538,200	4.28%	1401/04/2 17:44
6	بایننس یو اس دی	Binance USD	BUSD	0.999373	325,000	0.05%	1401/04/2 17:44
7	کاردانو	Cardano	ADA	0.47218	153,500	0.78%	1401/04/2 17:44
8	ریپل	Ripple	XRP	0.328748	106,900	1.86%	1401/04/2 17:44
9	سولانا	Solana	SOL	36.58	11,894,400	6.15%	1401/04/2 17:44
11	دوج کوین	Dogecoin	DOGE	0.063907	20,800	2.26%	1401/04/2 17:44
12	پولکا دات	Polkadot	DOT	7.67	2,494,000	1.19%	1401/04/2 17:44
13	هگز	HEX	HEX	0.041543	13,500	0.12%	1401/04/2 17:42
15	دای	Dai	DAI	1.0	325,200	0.03%	1401/04/2 15:45
16	Wrapped TRON	Wrapped TRON	WTRX	0.064079	20,800	0.71%	1401/04/2 12:56
17	ترون	TRON	TRX	0.06378	20,700	0.21%	1401/04/2 17:44
19	یو ان یو اس سد لئو	UNUS SED LEO	LEO	5.99	1,947,700	3.99%	1401/04/2 17:44
20	شیبا اینو	SHIBA INU	SHIB	1e-05	3	11.11%	1401/04/2 17:44
21	رپد بیت کوین	Wrapped Bitcoin	WBTC	20582.43	6,692,582,900	2.07%	1401/04/2 17:44
22	آوالانچ	Avalanche	AVAX	17.62	5,729,300	7.31%	1401/04/2 17:44
24	یوکَش	yOUcash	YOUC	0.500111	162,600	0.02%	1401/04/2 17:42
25	پالیگان	Polygon	MATIC	0.507462	165,000	9.63%	1401/04/2 17:44
26	یونی سواپ	Uniswap	UNI	5.51	1,791,600	6.37%	1401/04/2 17:44
27	لایت کوین	Litecoin	LTC	54.66	17,773,200	5.22%	1401/04/2 17:44
28	Lido Staked ETH	Lido Staked ETH	STETH	1063.04	345,658,100	4.33%	1401/04/2 17:42
29	اف تی ایکس توکن	FTX Token	FTT	25.78	8,382,600	0.70%	1401/04/2 17:44
30	چین لینک	Chainlink	LINK	6.96	2,263,100	4.82%	1401/04/2 17:44
31	Cronos	Cronos	CRO	0.118603	38,600	2.75%	1401/04/2 17:44
32	استلار	Stellar	XLM	0.118228	38,400	4.01%	1401/04/2 17:44
34	نیر پروتکل	NEAR Protocol	NEAR	3.47	1,128,300	3.89%	1401/04/2 17:41
35	بیت تورنت	BitTorrent	BTT	0.002329	800	0.00%	1401/04/2 17:44
36	الگوراند	Algorand	ALGO	0.323984	105,300	0.97%	1401/04/2 17:44
37	بیت کوین کش	Bitcoin Cash	BCH	116.79	37,975,400	1.57%	1401/04/2 17:44
38	کازماز	Cosmos	ATOM	7.59	2,468,000	3.41%	1401/04/2 17:44
39	بیتکوین بی ای پی 2	Bitcoin BEP2	BTCB	20615.99	6,703,495,300	1.92%	1401/04/2 17:42
40	مونرو	Monero	XMR	119.18	38,752,600	3.92%	1401/04/2 17:44
41	اتریوم کلاسیک	Ethereum Classic	ETC	15.65	5,088,800	1.69%	1401/04/2 17:44
42	Chain	Chain	XCN	0.087909	28,600	1.16%	1401/04/2 17:42
43	وی چین	VeChain	VET	0.023712	7,700	2.66%	1401/04/2 17:44
44	دیسنترالند	Decentraland	MANA	0.889815	289,300	5.26%	1401/04/2 17:44
45	فلو	Flow	FLOW	1.58	513,800	6.04%	1401/04/2 17:44
46	هدِرا	Hedera	HBAR	0.072538	23,600	0.53%	1401/04/2 17:44
47	فرکس	Frax	FRAX	0.99945	325,000	0.08%	1401/04/2 17:42
48	اینترنت کامپیوتر	Internet Computer	ICP	5.76	1,872,900	3.04%	1401/04/2 17:44
49	الروند	Elrond	EGLD	59.59	19,376,300	0.44%	1401/04/2 17:44
50	Toncoin	Toncoin	TON	1.09	354,400	1.87%	1401/04/2 17:42
51	ایپ کوین	APEcoin	APE	4.35	1,414,400	5.58%	1401/04/2 17:44
52	تتا نتورک	Theta Network	THETA	1.28	416,200	3.23%	1401/04/2 17:28
54	فایل کوین	Filecoin	FIL	5.74	1,866,400	1.59%	1401/04/2 17:44
55	تزوس	Tezos	XTZ	1.41	458,500	2.92%	1401/04/2 17:44
56	د سندباکس	The Sandbox	SAND	0.999982	325,200	4.33%	1401/04/2 17:44
57	هلیوم	Helium	HNT	10.4	3,381,700	2.46%	1401/04/2 17:44
58	ترو یو اس دی	TrueUSD	TUSD	1.0	325,200	0.00%	1401/04/2 14:18
59	بیت کوین اس وی	Bitcoin SV	BSV	62.83	20,429,800	0.38%	1401/04/2 17:44
60	اکسی اینفینیتی	Axie Infinity	AXS	14.61	4,750,600	3.69%	1401/04/2 17:41
61	رپد ان بی ان	Wrapped BNB	WBNB	225.61	73,359,300	4.06%	1401/04/2 17:42
62	کوکوین توکن	KuCoin Token	KCS	10.42	3,388,200	1.25%	1401/04/2 17:41
63	ایاس	EOS	EOS	0.957599	311,400	2.43%	1401/04/2 17:44
64	زد کش	Zcash	ZEC	64.44	20,953,300	0.48%	1401/04/2 17:44
65	پکس دالر	Pax Dollar	USDP	0.999275	324,900	0.10%	1401/04/2 17:44
66	آوه	Aave	AAVE	67.61	21,984,100	5.05%	1401/04/2 17:44
67	میکر	Maker	MKR	939.65	305,536,600	1.45%	1401/04/2 17:44
69	میوتا	IOTA	MIOTA	0.298772	97,100	2.49%	1401/04/2 17:44
70	هوبی توکن	Huobi Token	HT	5.2	1,690,800	0.97%	1401/04/2 17:41
71	هوبی بی تی اس	Huobi BTC	HBTC	20556.07	6,684,011,700	2.02%	1401/04/2 17:42
74	نوترینو یو اس دی	Neutrino USD	USDN	0.995394	323,700	0.45%	1401/04/2 17:44
75	 د گراف	The Graph	GRT	0.112241	36,500	5.26%	1401/04/2 17:44
80	کلیتن	Klaytn	KLAY	0.247084	80,300	0.77%	1401/04/2 17:44
81	USDD	USDD	USDD	0.97532	317,100	0.26%	1401/04/2 17:44
83	اوکی بی	OKB	OKB	11.39	3,703,600	1.24%	1401/04/2 17:44
84	فانتوم	Fantom	FTM	0.266282	86,600	2.09%	1401/04/2 17:44
85	ویوز	Waves	WAVES	6.17	2,006,200	1.30%	1401/04/2 17:44
86	ثور چین	THORChain	RUNE	2.01	653,600	12.29%	1401/04/2 17:44
87	کوانت	Quant	QNT	54.91	17,854,500	0.49%	1401/04/2 17:41
88	نئو	Neo	NEO	9.18	2,985,000	2.11%	1401/04/2 17:44
89	پکس گلد	PAX Gold	PAXG	1836.82	597,260,400	0.32%	1401/04/2 17:44
90	چیلیز	Chiliz	CHZ	0.095217	31,000	2.53%	1401/04/2 17:44
91	بیسیک اتنشن توکن	Basic Attention Token	BAT	0.381415	124,000	2.18%	1401/04/2 17:44
92	لوپرینگ	Loopring	LRC	0.396229	128,800	2.93%	1401/04/2 17:44
93	زیلیکا	Zilliqa	ZIL	0.040857	13,300	2.85%	1401/04/2 17:44
94	استیکس	Stacks	STX	0.387693	126,100	0.91%	1401/04/2 17:44
95	دیفای چین	DeFiChain	DFI	0.999538	325,000	1.02%	1401/04/2 17:42
97	دش	Dash	DASH	47.26	15,367,100	2.96%	1401/04/2 17:44
98	پنکیک سواپ	PancakeSwap	CAKE	3.21	1,043,800	4.56%	1401/04/2 17:44
99	BitTorrent	BitTorrent	BTTOLD	0.000495	200	0.61%	1401/04/2 17:42

0	بیت کوین	Bitcoin	BTC	20426.47	6,647,386,100	1.30%	1401/04/2 18:44
1	اتریوم	Ethereum	ETH	1104.46	359,424,400	2.45%	1401/04/2 18:44
2	بایننس کوین	Binance Coin	BNB	224.17	72,951,600	3.37%	1401/04/2 18:44
3	تتر	Tether	USDT	0.999144	324,990	0.02%	1401/04/2 18:44
4	یو اس دی کوین	USD Coin	USDC	0.999958	325,400	0.00%	1401/04/2 18:44
5	BNB	BNB	BNB	224.17	72,951,600	3.37%	1401/04/2 18:43
6	بایننس یو اس دی	Binance USD	BUSD	0.999115	325,100	0.08%	1401/04/2 18:43
7	کاردانو	Cardano	ADA	0.467391	152,100	0.24%	1401/04/2 18:44
8	ریپل	Ripple	XRP	0.325753	106,000	0.93%	1401/04/2 18:44
9	سولانا	Solana	SOL	36.23	11,790,300	5.14%	1401/04/2 18:44
11	دوج کوین	Dogecoin	DOGE	0.062956	20,500	0.73%	1401/04/2 18:44
12	پولکا دات	Polkadot	DOT	7.58	2,466,800	0.00%	1401/04/2 18:44
13	هگز	HEX	HEX	0.041395	13,500	0.24%	1401/04/2 18:32
15	دای	Dai	DAI	0.999858	325,400	0.01%	1401/04/2 18:43
17	ترون	TRON	TRX	0.0631	20,500	0.86%	1401/04/2 18:44
19	یو ان یو اس سد لئو	UNUS SED LEO	LEO	5.99	1,949,300	3.99%	1401/04/2 18:42
20	شیبا اینو	SHIBA INU	SHIB	1e-05	3	11.11%	1401/04/2 18:44
21	رپد بیت کوین	Wrapped Bitcoin	WBTC	20436.12	6,650,526,500	1.35%	1401/04/2 18:43
22	آوالانچ	Avalanche	AVAX	17.37	5,652,700	5.79%	1401/04/2 18:44
